claim_id,project_id,precise_proposition,effect_family,mechanism,option_subtype,originator,recipient,intended_beneficiary_status,event_period,claim_direction,outcome_status,attribution_strength,value_status,boundary_recipient,boundary_org,boundary_sector,boundary_geography,boundary_chain,compensation,intent,timing,direction,beneficiaries,cost_bearers,access_barriers,evidence_sufficiency,source_quality,independence,coverage,time_lag,contrary_evidence,reviewer_confidence,commercial_reuse,fifth_sector_role,review_status,publication_status,notes,claim_type,method_ids,generating_intervention,fifth_sector_contribution,contracting_role,tie_change,option_state,option_holder,exercise_access,prediction,rival_explanations,disconfirming_evidence,observation_window,source_review_state,value_basis,value_review_status,permission_status,rights_status,consent_status,causal_assumptions,codebook_version,review_batch
C-G2-239,P61,"Leicester CCI strategy developed through sector mapping, stakeholder consultation and evidence-based analysis",DIRECT,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,Leicester,,,,,,Leicester City Council,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Leicester CCI Strategy Final Report; source: SRC-G2-057,METHOD_OUTPUT,,,Strategy development and stakeholder convening,,,,,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-240,P61,Creative cluster and governance options recommended for Leicester CCI development,OPTION,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,Leicester,,,,,,Leicester cultural sector,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Strategy final; source: SRC-G2-057,DESIGN,,,,,,PROPOSED,LEICESTER_CC,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-241,P61,Strategic recommendations developed for CCI investment and sector development in Leicester,DIRECT,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,Leicester,,,,,,Leicester CCI sector,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Strategy final; source: SRC-G2-057,DESIGN,,,,,,PROPOSED,LEICESTER_CC,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-242,P61,Web-published version of Leicester CCI strategy made publicly available,CONTEXTUAL,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,Leicester,,,,,,Leicester CCI sector,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Web published version; source: SRC-G2-058,CONTEXT,,,,,,,,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-243,P63,"IDEAR methodology proposed for Heritage CPD scoping: Inception, Discovery, Engagement, Analysis, Realisation",DIRECT,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,Liverpool,,,,,,University of Liverpool,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Proposal 23/03; line 31-48; source: SRC-G2-061,DESIGN,,,,,,PROPOSED,UNIVERSITY_OF_LIVERPOOL,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-244,P63,Module-based Heritage CPD offer proposed for University of Liverpool with market mapping and competitor benchmarking,OPTION,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,Liverpool,,,,,,University of Liverpool,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Proposal; line 33-45; source: SRC-G2-061,DESIGN,,,,,,PROPOSED,UNIVERSITY_OF_LIVERPOOL,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-245,P63,"Proposal budget of £19,755 including VAT for 27.25 days of Director/Associate time plus £245 travel and expenses",CONTEXTUAL,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,MONETARY,,,,Liverpool,,,,,,University of Liverpool,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Proposal; line 58; source: SRC-G2-061,CONTEXT,,,,,,,,,,,,,EXTRACTED,OBSERVED_AMOUNT,,,,,,1.3-candidate,G2-BATCH-D
C-G2-246,P63,Research summary presentation prepared for Heritage CPD scoping exercise,DIRECT,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,Liverpool,,,,,,University of Liverpool,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Source: SRC-G2-062,METHOD_OUTPUT,,,Research summary presentation,,,,,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-247,P64,Impact framework designed for Wakefield Year of Culture 2024 with logic model linking themes to outputs and outcomes,DIRECT,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,Wakefield,,,,,,Wakefield Council,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,YoC24 Impact Framework; line 27-49; source: SRC-G2-063,METHOD_OUTPUT,,,Impact framework design,,,,,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-248,P64,"Logic model structured around three themes: Celebrating diverse communities, Where In The World, Creating Tomorrow's World Today",DIRECT,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,Wakefield,,,,,,Wakefield Council,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Impact Framework; line 30-33; source: SRC-G2-063,METHOD_OUTPUT,,,Logic model design,,,,,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-249,P64,"Framework designed to be extensible, allowing addition or removal of programme elements and outcome themes",DIRECT,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,Wakefield,,,,,,Wakefield Council,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Impact Framework; line 54-57; source: SRC-G2-063,DESIGN,,,Framework architecture design,,,,,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-250,P64,"Baseline for measurement derived from cultural surveys 2019 and 2021, Creative Wakefield business case evidence, and CDF evaluation",CONTEXTUAL,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,Wakefield,,,,,,Wakefield cultural sector,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Impact Framework; line 21-24; source: SRC-G2-063,CONTEXT,,,,,,,,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-251,P64,"Corporate Implications Schedule developed linking YoC24 to council priorities, finance, legal, climate, property, equality and other requirements",DIRECT,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,Wakefield,,,,,,Wakefield Council,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Impact Framework; line 71-210; source: SRC-G2-063,METHOD_OUTPUT,,,Corporate implications framework,,,,,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-252,P64,"Logic chain developed mapping activities to outputs, outcomes and benefits realisation",DIRECT,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,Wakefield,,,,,,Wakefield Council,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Source: SRC-G2-064,METHOD_OUTPUT,,,Logic chain development,,,,,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-253,P68,WYCA creative business support proposal developed for YCMIH network and freelance framework,CONTEXTUAL,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,West Yorkshire,,,,,,West Yorkshire Combined Authority,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Project record; source: SRC-G2-065; extraction file zero-length - extraction coverage issue,CONTEXT,,,,,,,,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-254,P68,"Phase 1 delivered with CCI project management, engagement and freelance framework; Phase 2 in progress",CONTEXTUAL,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,West Yorkshire,,,,,,WYCA; West Yorkshire creative sector,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Project record; ACTIVE status; source: SRC-G2-066,CONTEXT,,,,,,,,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-255,P68,WYCreate monitoring and reporting framework established for creative business support programme,DIRECT,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,West Yorkshire,,,,,,WYCA,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Source: SRC-G2-066; extraction file zero-length - limited detail available,METHOD_OUTPUT,,,Monitoring and reporting framework,,,,,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-256,P70,"Five areas of creative skills need identified: creative/technical skills, professional development/mentorship, network building/collaboration, funding/financial skills, leadership/mindset",DIRECT,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,Wakefield,,,,,,Wakefield Council,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Interim report; line 1-17; source: SRC-G2-069,METHOD_OUTPUT,,,Needs assessment framework design,,,,,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-257,P70,Employer consultation contacted 21 employers with only 2 responses plus 1 additional interview via LinkedIn,CONTEXTUAL,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,MONETARY,,,,Wakefield,,,,,,Wakefield creative employers,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Interim report; line 141-157; limited response base; source: SRC-G2-069,CONTEXT,,,,,,,,,,,,,EXTRACTED,OBSERVED_AMOUNT,,,,,,1.3-candidate,G2-BATCH-D
C-G2-258,P70,"WYCreate delivered 9 events attended by 83 people, with 17 identified as from Wakefield",CONTEXTUAL,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,MONETARY,,,,Wakefield,,,,,,Wakefield creative sector,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Interim report; line 161-180; source: SRC-G2-069,CONTEXT,,,,,,,,,,,,,EXTRACTED,OBSERVED_AMOUNT,,,,,,1.3-candidate,G2-BATCH-D
C-G2-259,P70,Production Park and CoSTAR create potential learning and skills connections for Wakefield,CONTEXTUAL,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,Wakefield,,,,,,Wakefield creative sector,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Interim report; source: SRC-G2-069,CONTEXT,,,,,,,,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-260,P70,"Employer-led bootcamps, organisational capability programmes and university-industry partnerships proposed as next steps",OPTION,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,Wakefield,,,,,,Wakefield creative sector,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Interim report; proposed interventions; source: SRC-G2-069,DESIGN,,,,,,PROPOSED,WAKEFIELD_COUNCIL,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-261,P70,Phase 2 evaluation of WYCreate still pending at time of interim report,OPTION,,,,,,,BENEFICIAL,UNKNOWN,DESCRIPTIVE,NOT_APPLICABLE,,,,Wakefield,,,,,,Wakefield creative sector,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Interim report; Phase 2 pending; source: SRC-G2-069,DESIGN,,,,,,UNKNOWN,WAKEFIELD_COUNCIL,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-262,P70,Skills needs assessment framework and timetable developed for Wakefield creative sector,DIRECT,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,Wakefield,,,,,,Wakefield Council,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Source: SRC-G2-070,METHOD_OUTPUT,,,Assessment framework design,,,,,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-263,P73,Report proposes moving from linear higher-education value chain to a platform ecosystem model,NETWORK,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,London,,,,,,City St George's School,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Value chain analysis; source: SRC-G2-073,DESIGN,,,,,,PROPOSED,CITY_ST_GEORGES,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-264,P73,"Platform ecosystem proposed to connect creative practitioners, health providers, cultural institutions, communities and the School",NETWORK,CONNECT,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,London,,,,,,City St George's ecosystem,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Value chain analysis; source: SRC-G2-073,DESIGN,,,,,,PROPOSED,CITY_ST_GEORGES,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-265,P73,Digital-physical hub recommended as part of platform ecosystem model,PRODUCT,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,London,,,,,,City St George's School,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Value chain analysis; source: SRC-G2-073,DESIGN,,,,,,PROPOSED,CITY_ST_GEORGES,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-266,P73,Unbundled certification recommended to enable flexible learning pathways,KNOWLEDGE,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,London,,,,,,City St George's students,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Value chain analysis; source: SRC-G2-073,DESIGN,,,,,,PROPOSED,CITY_ST_GEORGES,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-267,P73,Creative health co-creation proposed connecting creative practitioners with health providers,KNOWLEDGE,CONNECT,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,London,,,,,,Creative health sector,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Value chain analysis; source: SRC-G2-073,DESIGN,,,,,,PROPOSED,CITY_ST_GEORGES,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-268,P73,Social impact proposed as a core output of the platform ecosystem rather than peripheral metric,DIRECT,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,London,,,,,,City St George's ecosystem,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Value chain analysis; source: SRC-G2-073,DESIGN,,,,,,PROPOSED,CITY_ST_GEORGES,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-269,P73,"Revenue and investment figures in the report are projections and assumptions, not observed results",CONTEXTUAL,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,MONETARY,,,,London,,,,,,City St George's School,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Value chain analysis; revenue figures are projections; source: SRC-G2-073,CONTEXT,,,,,,,,,,,,,EXTRACTED,SCENARIO_ESTIMATE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-270,P75,Lancaster Nature-Culture Tech Creative Cluster summary report v2 prepared for AHRC CIC programme,CONTEXTUAL,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,Lancaster,,,,,,Lancaster University,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,"Source: SRC-G2-074; extraction quality issue - file contains email headers and base64 image data, not report content",CONTEXT,,,,,,,,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-271,P75,MusicFutures Roundtable 2025 on Placemaking Through Music Ecosystems organised at Liverpool City Region,CONTEXTUAL,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,Liverpool City Region,,,,,,MusicFutures network,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Email subject; line 67; source: SRC-G2-074; extraction limited to email metadata,CONTEXT,,,,,,,,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-272,P76,Resilient Cave Worlds project establishes Palaeolithic cave art sites as living laboratories for virtual cultural evolution,KNOWLEDGE,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,Europe,,,,,,European heritage sector,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Horizon bid final draft; line 7; source: SRC-G2-075 QA FIX 26/09/12: option_state PROPOSED→EXPIRED; P76 Horizon bid submitted but unsuccessful due to project management (methodology scored highly); Iain confirmed,DESIGN,,,,,,EXPIRED,HORIZON_EUROPE,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-273,P76,"Three interconnected living laboratories proposed: technical infrastructure (Lab 1), archaeological innovation (Lab 2), cultural activation (Lab 3)",DIRECT,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,Europe,,,,,,European heritage and creative sector,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Horizon bid; line 21-29; source: SRC-G2-075 QA FIX 26/09/12: option_state PROPOSED→EXPIRED; P76 Horizon bid submitted but unsuccessful due to project management (methodology scored highly); Iain confirmed,DESIGN,,,,,,EXPIRED,HORIZON_EUROPE,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-274,P76,VR4More platform proposed as technical backbone enabling multi-user virtual heritage experiences across devices from VR headsets to smartphones,PRODUCT,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,Europe,,,,,,Heritage institutions and public users,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Horizon bid; line 25; source: SRC-G2-075 QA FIX 26/09/12: option_state PROPOSED→EXPIRED; P76 Horizon bid submitted but unsuccessful due to project management (methodology scored highly); Iain confirmed,DESIGN,,,,,,EXPIRED,HORIZON_EUROPE,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-275,P76,"Embodied archaeological exploration methodology proposed enabling archaeologists to test hypotheses about spatial usage, lighting and social organisation in virtual cave environments",KNOWLEDGE,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,Europe,,,,,,Archaeological research community,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Horizon bid; line 32; source: SRC-G2-075 QA FIX 26/09/12: option_state PROPOSED→EXPIRED; P76 Horizon bid submitted but unsuccessful due to project management (methodology scored highly); Iain confirmed,DESIGN,,,,,,EXPIRED,HORIZON_EUROPE,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-276,P76,Cultural activation through creative commissions proposed with contemporary artists creating new works in virtual cave environments,KNOWLEDGE,CONNECT,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,Europe,,,,,,Contemporary artists and heritage sector,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Horizon bid; line 41; source: SRC-G2-075 QA FIX 26/09/12: option_state PROPOSED→EXPIRED; P76 Horizon bid submitted but unsuccessful due to project management (methodology scored highly); Iain confirmed,DESIGN,,,,,,EXPIRED,HORIZON_EUROPE,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-277,P76,Sony Digital Imaging partnership proposed for commercial applications testing at Pinewood facility with Verona LED wall technology,PRODUCT,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,Europe,,,,,,Creative industry partners,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Horizon bid; line 44; source: SRC-G2-075 QA FIX 26/09/12: option_state PROPOSED→EXPIRED; P76 Horizon bid submitted but unsuccessful due to project management (methodology scored highly); Iain confirmed,DESIGN,,,,,,EXPIRED,HORIZON_EUROPE,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-278,P76,Virtual-Ready playbook proposed as modular resource for cultural institutions to adopt virtual heritage experiences,KNOWLEDGE,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,Europe,,,,,,European cultural institutions,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Horizon bid; line 48; source: SRC-G2-075 QA FIX 26/09/12: option_state PROPOSED→EXPIRED; P76 Horizon bid submitted but unsuccessful due to project management (methodology scored highly); Iain confirmed,DESIGN,,,,,,EXPIRED,HORIZON_EUROPE,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-279,P76,Virtual Agora proposal developed as complementary Horizon Europe bid component,OPTION,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,Europe,,,,,,European heritage sector,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Source: SRC-G2-076 QA FIX 26/09/12: option_state PROPOSED→EXPIRED; P76 Horizon bid submitted but unsuccessful due to project management (methodology scored highly); Iain confirmed,DESIGN,,,,,,EXPIRED,HORIZON_EUROPE,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-280,P78,"2016 Beatles Heritage report estimated net impact of Beatles legacy at £81.9m turnover and 2,335 jobs (2014 data)",CONTEXTUAL,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,MONETARY,,,,Liverpool,,,,,,Liverpool tourism and music sector,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,"Beatles impact study proposal; line 5; original report by UoL, JMU and ICC; source: SRC-G2-077",CONTEXT,,,,,,,,,,,,,EXTRACTED,DESCRIPTIVE_ESTIMATE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-281,P78,"Original 2016 report is now over a decade old and landscape has changed with new attractions including Mathew Street Beatles Museum, Strawberry Fields, British Music Experience",CONTEXTUAL,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,Liverpool,,,,,,Liverpool tourism sector,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Proposal; line 8; source: SRC-G2-077,CONTEXT,,,,,,,,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-282,P78,"Upcoming Beatles 60th anniversary, NML Cavern exhibition, BBC Hamburg production, Sam Mendes films (2028) and potential Apple attraction expected to surge Beatles tourism",CONTEXTUAL,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,Liverpool,,,,,,Liverpool tourism sector,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Proposal; line 10; source: SRC-G2-077,CONTEXT,,,,,,,,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-283,P78,Beatles Legacy Group requested approximately £10k to commission updated economic impact study,CONTEXTUAL,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,MONETARY,,,,Liverpool,,,,,,Beatles Legacy Group,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Proposal; line 3; source: SRC-G2-077,CONTEXT,,,,,,,,,,,,,EXTRACTED,OBSERVED_AMOUNT,,,,,,1.3-candidate,G2-BATCH-D
C-G2-284,P78,Updated Beatles economic impact study proposed to provide outline figure for Beatles tourism in Liverpool city centre,OPTION,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,Liverpool,,,,,,Beatles Legacy Group; Liverpool tourism sector,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Proposal; line 21; source: SRC-G2-077,DESIGN,,,,,,PROPOSED,BEATLES_LEGACY_GROUP,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
C-G2-285,P78,Beatles Visitor Impact Proposal developed as complementary commission document,OPTION,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,Liverpool,,,,,,Beatles Legacy Group,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-D,Source: SRC-G2-078,DESIGN,,,,,,PROPOSED,BEATLES_LEGACY_GROUP,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-D
